,text,sentiment
971,(Thameslink Update) 08:32 Bedford to Gatwick Airport due 10:38 - 08:32 Bedford to Gatwick Airport due 10:38 has been delayed between Bedford and St Albans City and is now 12 minutes late.,neutral
9267,"@TLRailUK so all trains to Beckenham Junction are cancelled from Blackfriars. You seriously know how to ruin my day. Now I’m on a sardine can to Sevenoaks that is not only crammed to the brim from the start, but also delayed. Not enough 4 letter words.",negative
7261,@TLRailUK Thameslink is so proud to announce everywhere their Delay Repay scheme and when you finally bother to fill up all the forms and attachments they refuse your claim saying they don't find the route they operate every day - hilarious!!!,negative
194,"#TLUpdates - Due to a number of trains developing faults on our network this morning, stopping services southbound towards London are being delayed. Also, more trains are using the non-stopping line, again causing delays. Services are being delayed by up to 20 minutes.",neutral
7194,"@TLRailUK Sorry, you haven't read my question properly. Recently services are regularly delayed by less than 30 minutes (maybe 5-15) minutes, as reflected in the official punctuality data (1/2 trains are late) How do season ticket holders get compensation for this general regular delay?",neutral
11281,"@roytheeditor Hi there Roy, sorry to keep you waiting. Our trains are being delayed due to an earlier broken down Thameslink train. If you need anything else, please give us a shout. ^CC",negative
9081,@TLRailUK on Cambridge train at City Thameslink very delayed and no announcements from driver. What's going on?,negative
104,"#Ravensbourne Station @TLRailUK improvements set to happen. £80,000 is available with intention to spend on:- Bike wheel 'track' on steps to 'up' platform Seating + Canopy at south end of 'up' platform Soft landscaping Better train information signs available at street level 1/2",neutral
8119,@TLRailUK absolutely shocking shambles at Bedford station this morning sending ppl across different platforms and bridges whilst staff gamble on which train what time and what platform. It’s 6:36 and still waiting for the 6:22 to leave! Grrrrr,negative
5899,"@TLRailUK Hi Alex, national rail just confirmed to me that my ticket would be valid on off peak as they have the same restrictions?? They just sent me a screen shot of the trains after 5 from London Bridge to Bedford that I can definitely use??",neutral
2357,2040 Thameslink train to Kings Cross: Delayed - plat 1 2044 Thameslink train to Peterborough: On time - plat 4 2047 Thameslink train to Kings Cross: On time - plat 1 2038 Thameslink train to Royston: expected 2103 - plat 4 2103 Thameslink train to Cambridge: On time - plat 4,neutral
14084,Usual incompetence from @TLRailUK delays on 1716 from London Bridge and then AFTER we leave st Pancras they announce train will stop at Finsbury Park then run fast to Cambridge. As usual Hitchin passengers inconvenienced but guess @BimAfolami won’t do anything @hitchincommuter,negative
12399,Hi @thameslink why do some of your train carriages have no tables!?,neutral
9847,@TLRailUK why is it so hot on the 8:08 gnh to ctk this morning? It’s like a damn sauna in here! Thought these things weee supposed to have air con!,negative
6598,@TLRailUK I’ll use this in my delay repay - if it fails I’ll post it on this response thread.,negative
8475,@TLRailUK dirty tables and floor in this coach. Thanks https://t.co/r8ZFa0fIw1,negative
4982,@TLRailUK @SouthernRailUK Carried on to East Croydon where I'm waiting for service to st pancras,neutral
1169,(Thameslink Update) 15:18 Luton to Rainham Kt due 17:42 - 15:18 Luton to Rainham Kt due 17:42 is being delayed at Woolwich Dockyard.,negative
15261,@CJay05264663 @TLRailUK I’m sure you’re employer will understand your tardiness when you explain that it’s down to a fire which delayed some trains 🤔,negative
16110,@TLRailUK why is the heating on on my train!? It’s May! We have all the windows open and it’s still unbearable,negative
5320,"@TLRailUK AGAIN, ANOTHER DELAYED TRAIN. I don't think I've actually caught a train this week on time from West Sutton to elstree. 1822 delayed!!! It becomes the norm doesn't it??",negative
2795,"@ChaseTBBarbara @networkrail @TLRailUK I'm afraid this scheme is no longer in place. However, we can sometimes offer Enhanced Compensation for season ticket holders who consistently experience delays of 30 minutes or more. > https://t.co/OdZDPgJSLW ^Alex.M",neutral
7650,"@TLRailUK To clarify.. it's your passenger information system I'm enquiring about. When the driver selects 'being held at red signal' the audible announcement goes out, but under RVAR it should also scroll across the onboard information screens.",negative
7828,@TLRailUK What’s happening?? Driver hasn’t given an announcement in 20 mins - doors are locked and meanwhile trains are going past we could get on,negative
6058,@TLRailUK Hold the front door! That amazing news phew,neutral
11386,@stowspin791 @TLRailUK Same here. Could of got on a Southern Train. As I did last night when there were delays on Thameslink due to signal failure.,negative
6648,@TLRailUK I’m very disappointed! It look me over 8 hours to get home to Bedford on Thursday (15.12 train) and delay repay compensation is only £28.40 - not even the cost of a standard return ticket!,negative
690,(Thameslink Update)  07:28 Rainham Kent to Luton due 10:01 - 07:28 Rainham Kent to Luton due 10:01 is being delayed between Radlett and St Albans City and is now expected to be 7 minutes late.,negative
1774,1014 Thameslink train to Peterborough: expected 1057 - plat 4 1056 LNER train to Leeds: expected 1058 - plat 3 1103 Thameslink train to Cambridge: Delayed - plat 4 1104 LNER train to Kings Cross: expected 1106 - plat 2 1110 Thameslink train to Letchworth: On time - plat 4,neutral
13237,So it's not just #southern and #thameslink. Making a rare journey on #southeastern and we're stuck on a train on which the doors won't open.,neutral
13605,Thameslink update: 09:28 Brighton to Bedford due 11:51 is being delayed between London Bridge and London Blackfriars. Download the Train Beacon iOS app today https://t.co/HH7mCmEhnH,negative
5415,"@TLRailUK Another day another useless service. Arlesey to Stevenage. Also conflicting messages. Announcements stating urgent repairs to the track, but someone spoke to the information team who said there was a train blocking the tracks.",negative
14602,⚠️ #TLUpdates - Due to an earlier trespass incident on the railway at Brighton services running to and from the station may be delayed. More information to follow.,negative
3951,@SW_Help @TfL @SouthernRailUK @TLRailUK You ever tried to Waterloo from Surbiton by bus? You will get there quicker if you waited for the trains to start running again,negative
3393,@LLA_Ltd @lutoncouncil @LDNLutonAirport Those seats look even worse than the ones on@TLRailUK trains. I didn't think this was possible but there it is.,negative
6427,"@TLRailUK If 10 minutes late every morning and 10 minutes late every evening, the franchise is failing it's punctuality targets, and customers might be regularly late for work and losing several hours of their time per month. Delay repay doesn't cover the general problems with punctuality",negative
10086,"@TLRailUK, any idea why my smart card didn't get a delay repay for this morning's travel? I don't have a photocard. Shouldn't it be done automatically?",negative
10656,"@flawedlogic_joe @SouthernRailUK @BBCSussex Asking anyone at Thameslink or Southern to think, or act responsibly is way beyond their pay grade. And they are busy making up excuses for cancellations & delays & trains full to bursting. Not helped by the inane announcements by the driver unaware & uncaring about cancellations",negative
16115,@TLRailUK why is your WiFi so sporadic? Some of your trains seem to have it but most don’t.,neutral
9718,"@TLRailUK while waiting for Peterborough train, could St Pancras be a better experience if the trains didn't squeek or should I say screech so loud. https://t.co/vh718fJBfN",neutral
15812,"@TLRailUK Suggest you spend £100 on amazon and buy a privacy screen, camp bed and blankets rather than bringing your entire network to a standstill",negative
582,"#TLUpdates- Network Rail advised us of a power outage between Alexandra Palace and Welwyn Garden City, causing some trains to stop, and delaying others behind them. The electricity supply has been reinstated, but there may be some residual delays whilst service recovers.",neutral
1727,0944 Thameslink train to Peterborough: Delayed - plat 4 0956 LNER train to Leeds: On time - plat 3 1003 Thameslink train to Cambridge: Cancelled 1008 Thameslink train to Cambridge: On time - plat 4 1010 Thameslink train to Kings Cross: On time - plat 1,neutral
13521,Thameslink has announced that some of their colleagues from Luton have supported an appeal from Luton and Dunstable Hospital for food and personal items for its staff. https://t.co/UtvqSozGXC #trainspotting #railway #luton #train #rail #hospital #appeal #coronavirus #covid19,neutral
16452,Govia Thameslink fined £1m over Gatwick Express window death [BBC News] ... https://t.co/vTXOlr5Pr4,neutral
16254,"@nationalrailenq @Se_Railway Thameslink trains are disgusting. Why are they not cleaned each evening? This is filthy, and it’s like this between every seat and on every train, not just this one. Cheek to charge as much as you do for train tickets when the trains are like this! https://t.co/qx5sc1j5bK",negative
