,text,topic
15163,@LeeRender @philrichardsuk @northernassist @AvantiWestCoast I disagree - how many door incidents have there been? There was the one in Liverpool which had a miscarriage of justice in my opinion and I believe the passengers was drunk.So do the unions tell their members not to travel on Thameslink or Avanti or travel in Europe 🤔,none
3458,"@LeeRender @philrichardsuk @northernassist @AvantiWestCoast Just let the driver open them as per Thameslink and most, if not all of Europe..... conductor to close doors.",none
3459,"@Lee_1973 Really sorry for the hold-up, Lee. This is due to a points failure at St Pancras. I can see you've arrived at Finsbury Park. Did you get a further update on-board? We're tweeting out the latest under #TLUpdates. Please make sure you claim Delay Repay https://t.co/bEuo0tIgxA ^I",delays
3460,@LeedsSolar @gloriousnse @TheGreenParty The trains delayed by Bolton electrification were already surplus. They'd been replaced on Thameslink by new trains so went into store. Your ignorance is cringeworthy. #hs2,delays
3461,@LegalValkyrie Oh boy yeah. I’m blessing Thameslink trains for their air con. Looking forward to BBQ at Bodeans in SoHo :),air conditioning
3462,@Leigh_Leigh_R @tlupdates @TLRailUK There is a broken window - which they only somehow discovered on the platform at Bedford. They are now trying to tape it up?!? Classic Thameslink 🚂 🤡 #railfail,windows
3463,@LewisSimon91 @tlupdates @GNRailUK @TLRailUK The people of Bedford-Brighton would like to express their solidarity with the people of Stevenage onwards. Your trains are rubbish.,none
3464,@Lgm00496382 @tlupdates @TLRailUK Delay Repay doesn’t get people where they need to be,delays
3465,@LiamJuniper @iandeeley @TLRailUK Talking toilets is the absolute limit.,toilets
3466,"@LiamMcCusker1 Hi Liam. We will be running services again shortly, however residual delays are being felt due to emergency services dealing with an incident near the railway between St Pancras International and West Hampstead Thameslink earlier today. ^Alex.M",delays
3467,"@LiamODellUK Bit hard to listen to/hear inaccessible tannoy announcements when you're deaf, Thameslink... #GiveUsASign",none
3468,@LilaSahraoui Good morning. I do apologise for the delay to your journey this morning - this is owing to a fault with the signalling system between Kentish Town & West Hampstead Thameslink. ^Alex.M,delays
3469,"@LilianGreenwood @ABCommuters @ChrisGrose2 @Coddiwomples @TLRailUK @WhichUK Yet the £1.4m per carriage Thameslink stock was commissioned, designed and delivered without WiFi for long distance non metro journeys?!",wifi
3470,"@LindleB @Otto_English @mrjamesob Only two @TLRailUK trains an hour these days from Luton on a Saturday, so likely to be busy. I’ve just got on one - seats still available.",seats
3471,@LisaR_Psy @tlupdates @TLRailUK We are still trying to work out how to run a train to schedule so apologies the wifi is bottom of the list of things to fix,wifi
3472,"@LisaR_Psy Hi Lisa. The fleet that runs all Thameslink service does not have 100% coverage, only trains with the blue sticker on the door (and seatback tables) will have WiFi fitted. If you are on a service that should have working WiFi can we confirm the carriage no. please? ^Alex",wifi
3473,"@Literally_MB @TLRailUK Ah, London commuting. There's nothing quite like it eh. I swear every other day a train is delayed because they don't have a driver. Do they just chance it? Is there no rota? Just a 'let's see what happens lads!' mentality?",delays
3474,"@LittleAngus @TLRailUK What? He put his dog on a seat because he’s divorced? Mind if his husband or wife left him, I wouldn’t be surprised.",none
3475,"@LittleOdd84 @TLRailUK If you sign up for an account here https://t.co/gTpqUH2Q04, you get access to your credit card history on the card you use to sign up. This should show individual touches and you can screenshot it to attach to your TL delay repay claim",delays
3476,"@Littlenansbar Love you too. We'll be back soon! #MusicTBtips = visiting friends get off at Deptford Train Station (British Rail/#Thameslink). Next door @DeptfordMkt, enjoy a multi award winning location, warm welcome, cocktails, art, nibbles (and well soundtracked good times) Giggle home. https://t.co/TwOgCOwVaK",none
3478,"@LiveCommute @NotGTRFranchise @tlupdates @brighton_line @SouthernRailUK @TLRailUK Although apparently the fact that the works were announced means they are not a “disruption”, and the provision of alternative transport (buses and alternative trains) lets them off the hook for compensation",tickets/seat_reservations
3477,"@LiveCommute @NotGTRFranchise @tlupdates @brighton_line @SouthernRailUK @TLRailUK Although apparently the fact that the works were announced means they are not a “disruption”, and the provision of alternative transport (buses and alternative trains) lets them off the hook for compensation",delays
15348,"@LiveCommute @NotGTRFranchise @tlupdates @brighton_line @SouthernRailUK @TLRailUK Although apparently the fact that the works were announced means they are not a “disruption”, and the provision of alternative transport (buses and alternative trains) lets them off the hook for compensation",service
3479,@LiveCommute @TLRailUK But that’s the whole point this big work is needed on the line to sort out all of the infrastructure problems many of which are responsible for delaying you,delays
3480,@LiveCommute @TLRailUK So you were delayed by 50 minutes? You can do delay repay for delays over 15 minutes?,delays
3481,@LiveCommute @TLRailUK So you were delayed by 50 minutes? You can do delay repay for delays over 15 minutes?,tickets/seat_reservations
3482,@LiveCommute @Tringonometry @amyymaz @TLRailUK I never said that passengers were the problem; passenger actions are simply one of the contributing factors to delayed trains.,delays
3483,@LiveCommute @amyymaz @TLRailUK I’m simply pointing out that sometimes delays are contributed to by passengers. Holding doors open for someone who arrives at the station late also adds to the delays.,delays
3484,"@LiveCommute @bus131 @tlupdates @TLRailUK @brighton_line They are monopolies which go unregulated regarding genuine customer experience, hence three hour train journeys without tables, trays, heating, luggage racks even though they service two of Europes busiest airports. It's a failed industry.",train_general
3485,@LiveCommute @georgia_coan @tlupdates @TLRailUK You should get more due to the delays etc if you put in a claim for DR. Also if you had a further expense - Speak to @TLRailUK Customer Relations and they should beable to cover reasonable expenses.,delays
3487,"@LiveCommute @tlupdates @TLRailUK In Luton, all gates were open, so passengers weren‘t tempted/bothered to tap out- wonder whether this means no case for delay repay... (hope I‘m wrong)",tickets/seat_reservations
3486,"@LiveCommute @tlupdates @TLRailUK In Luton, all gates were open, so passengers weren‘t tempted/bothered to tap out- wonder whether this means no case for delay repay... (hope I‘m wrong)",delays
3488,@LiveCommute @tlupdates @TLRailUK Make sure to check https://t.co/pSkEQIgs0U. That gives an accurate number for the delay on your service.,delays
3489,"@LiveCommute @tlupdates @TLRailUK The works were carried out mainly to put right older repairs carried out during the BR days, balcombe tunnel roof and drainage, drainage and track at balcombe tunnel jcn. No works were to speed up journeys. Only new lines and automated trains will do that, and nobody will pay 🙄",none
15349,"@LiveCommute @tlupdates @TLRailUK The works were carried out mainly to put right older repairs carried out during the BR days, balcombe tunnel roof and drainage, drainage and track at balcombe tunnel jcn. No works were to speed up journeys. Only new lines and automated trains will do that, and nobody will pay 🙄",service
3490,@LiveCommute @tlupdates @WorkerRailway @SaaSySeizeHer @TLRailUK So a train can leave 3 minutes or more late with impunity because you can “make up time” while it can’t be held for 30 seconds to allow passengers to board after a sudden platform change because it will “compound delays”,delays
15350,@LiveCommute @tlupdates @maxeleyuk @TLRailUK More standing less seating that’s what was needed after passenger groups were consulted. https://t.co/ZmTRngWl0G as you all know GTR own nothing and the trains are owned/maintained by https://t.co/xXzYWVj3Wk tweets about A/C etc are always forwarded on to the Siemens techs,none
3491,@LiveCommute @tlupdates @maxeleyuk @TLRailUK More standing less seating that’s what was needed after passenger groups were consulted. https://t.co/ZmTRngWl0G as you all know GTR own nothing and the trains are owned/maintained by https://t.co/xXzYWVj3Wk tweets about A/C etc are always forwarded on to the Siemens techs,air conditioning
