,text,topic
13236,So inevitably it has been announced that rail fares will yet increase again in January by up to 2.8%. This would be fine IF the train operators could delivery a reliable service. But @TLRailUK seem to be incapable of this. In just over a week I’ve experienced 83 minutes of delays https://t.co/9NpE1l0vNo,none
7578,@TLRailUK The wait for a reply to this message is almost as long as waiting for one of your trains to actually run this morning...,delays
11232,"@potterlad1 Hi Gavin. Doors on Thameslink trains should open automatically when stopping at our core stations, however this is not possible else where on the network. We'll be sure to report the vomit now, thanks for bringing this to our attention. ^Alex.M",vandalism
7239,"@TLRailUK Sure, but why do we have to keep going through this rigmarole? I'm fed up of photographing ticket stubs, and queuing at barriers so my only evidence for delay repay isn't swallowed to then get a couple of quid back in vouchers. The whole thing is just painful.",delays
10362,@andrew_swaffer Usual nonsense from @TLRailUK! In fact delays through London Bridge this evening are due to a Thameslink train being stuck in the platform with no driver's relief. Only Thameslink think changing drivers at the busiest station at the businest time is sensible!,delays
16080,@TLRailUK travelling on unit 038. The next station announcements from the Greenwich line are missing and/or repeating bits. I’ve never heard Greenwich without being scrambled on any of your trains.,service
7618,"@TLRailUK This delay is a lie, no driver will find out a min before departure he is delayed... Look I know I am late to work, would I tell my colleagues a min before the meeting... Hell no. Stop lying and tell us the truth, why does this train always have issues?",delays
4871,"@TLRailUK @NetworkRailSE @GatwickExpress See. 'Back to normal.' Happened on my watch that getting 'back to normal.' Honestly, and people say I'm a rubbish transport secretary.",none
12376,"Hi @TLRailUK there is a fella in a seat in first class, he has a man bun. Please come and fine him.",none
15068,"📢 We would like to apologise for the severe disruption experienced by Thameslink passengers this morning as a result of a failure of the electricity supply. If your journey was delayed by 15 mins or more, please make sure you claim Delay Repay here 👇 https://t.co/bEuo0tIgxA https://t.co/NETpv2Yxhk",delays
6888,@TLRailUK Not sure how that works exactly - isn’t it just the driver who needs to stop and open the doors? Is there no driver on that train? Do the other passengers know?,doors
8330,"@TLRailUK can the frequency of the annoying see it, say it, sorted announcements be sorted out please. Had two in five mins on the 0618 out of BDM. Better still can they go?",none
11096,@nationalrailenq Do you know how? I am on Thameslink delay repay site but can see nowhere I can upload my uber receipt??,delays
12062,Explain @TLRailUK why the delayed 19.53 from Kentish Town is being held outside Radlett. The driver is unable to get a response and trains are passing us in either direction ?#forgetdelayrepay,delays
14279,Why have the platform markings been removed at #Blackfriars @TLRailUK ? Was helping passengers wait in the correct place too nice? @TransportFocus i trust 8 cars will be held for folks waiting for a 12 as there's no way to be in the right place now. Backwards step... https://t.co/Owbby04QsA,station
8802,"@TLRailUK how is it even possible for you to compound today’s delays by having a train at a platform in St Albans waiting for a driver (at 7pm), leaving trains queuing outside St Albans...while other trains go past on the other line...",station
11481,@tlupdates New Thameslink air conditioned replacement bus breakfast in Luton supper in Brighton https://t.co/Xd5v9wq4U1,air conditioning
16094,@TLRailUK what’s with wifi this week? Seems every thameslink train I’ve been on for the past two days has had no wifi :-(,wifi
11873,Compounding the delays caused by signalling problems trying to get back into London is the fact that #Thameslink @TLRailUK can’t find their driver at Blackfriars - what a mess! 🤬,delays
8163,"@TLRailUK another day, another set of delays (london-sac). I'd like to see my employer put up with a similar record of underperformance...but instead I need to work overnight to catch up with time lost thanks to trains...",delays
10397,"@belgin_ergn (2/2) Please contact Thameslink who are responsible. I've provided their contact details here: https://t.co/r5f7u3HT2v . Please let them know about the noise you're experiencing. Thanks again for your tweet, Jennifer.",noise
14186,We’re on the move there is hope.... she smiles whilst silently singing Red red robin!! Thanks to the @TLRailUK driver on the 1108 Brighton to Cambridge for frequent clear updates during our delay.,delays
9283,@TLRailUK so no announcement that trains are not stopping at Hackbridge now fast to Sutton thanks a lot for the related information what is wrong with you train companies wankers the lot of ya,none
12211,Govia Thameslink: Justice for Belly Mujinga #JusticeforBellyMujinga - Sign the Petition! chng.it/RtQcw8bC via @ChangeSomeone who knew they had COVID coughed on her on purpose. She died after contracting the virus shortly after,covid
11547,"@xcathyx1x Sorry for the delay on this Thameslink service, This train has been delayed by a shortage of train crew. ^CC",delays
11912,"Dear @TLRailUK thanks for announcing the northbound train at #Blackfriars. The screens in the southbound one told me that it was at Blackfriars, the destination was only revealed after it left. At least it isn't a Sutton train. Get the basics right. 5 years in and still poor.",announcements
2764,@Callum54616943 @Se_Railway Yes @Se_Railway are terrible... but I assure @TLRailUK are no better. Delays everyday bar one since I got back from holiday 2 &1/2 weeks ago. Squashed like sardines everyday. No WiFi as it is always broken,wifi
16286,"@tictactaylor @Pontyprop @transportgovuk @chhcalling @PrincesTrust @SouthernRailUK @TLRailUK No she isn’t. She is a Train dispatcher. Guards work on board trains and operate doors, lay protection on the line during incidents, undertake customer care on board trains and on most train companies, check & issue tickets onboard.",service
13596,Thameslink update: 08:45 Peterborough to London Kings Cross due 10:03 is being delayed between Arlesey and Hitchin. Download the Train Beacon iOS app today https://t.co/HH7mCmEhnH,delays
7579,"@TLRailUK The yelling and the cursing and the anger!Accusing her of being racist and that's why black kids kill others,calling her all sort of names because she tried to take an empty seat!She tries to be polite and say sorry if I offended you,but there is no pause in the stream of curses",none
15831,@TLRailUK That’s funny - just wondering why I paid more than £40 to be able to stand today whilst two non folding bikes took the space where there were 3 tip up seats - no point having rules that aren’t policed - do I get a rebate?,none
4156,@Sjluton @TLRailUK Don't expect a roof on platform 1 or 2 though as nearly off,station
238,#TLUpdates - Due to damage to the overhead electric wires at Knebworth services running through this station will be cancelled or delayed. ℹ️ More information to follow once we have it.,delays
6981,"@TLRailUK Once again a train is cancelled due to lack of staff, which means that I have to wait 25 mins for the next connection. @tlupdates absolutely pathetic service.",delays
11957,Delays to Great Northern and Thameslink services between London and Stevenage expected until 18:45.,delays
12626,"I’m getting old #125: Is it just me or are trains too noisy now? Too many beeps, tannoy announcements too loud? Especially the case on new @TLRailUK walk through carriages.",noise
2554,"@ABCommuters @SouthernRailUK @TransportFocus I'm not bothered about being delayed, but being stranded in my electric chair on a @TLRailUK train at an Overground station I'm deeply concerned about, Crawley weren't told where I was and because they lost their mobile, they lost my number. @GeorgeFreemanMP",none
13638,Thameslink update: 13:28 Rainham Kent to Kentish Town due 15:18 is being delayed between Abbey Wood and Plumstead. Download the Train Beacon iOS app today https://t.co/HH7mCmEhnH,delays
11173,@oldgit1960 @tlupdates @TLRailUK If network rail close lines for engineering works trains will get delayed that’s why you have delay repay. Don’t forget to claim,delays
3740,@NotGTRFranchise @TLRailUK When they are announcing a person hit by a train it’s probably best to not mention the other incidents as it sounded callous,delays
3946,"@SPiperkova Hi Svetlana, terribly sorry for the disruption in place today. This has been due to a fault with the signalling system between Kentish Town and West Hampstead Thameslink is disrupting the line towards St Albans. The 06:14 should have arrived at 06:39. Please claim delay repay ^L",delays
1113,(Thameslink Update) 13:19 Bedford to Brighton due 15:42 - 13:19 Bedford to Brighton due 15:42 is being delayed at Luton Airport Parkway.,delays
8385,@TLRailUK can you tell us why the 01:34 is delayed at st albans city with no announcements?,delays
